ORIGIN,DEST,DISTANCE,CRS_ELAPSED_TIME
CHS,DCA,444.0,86.68075117370893
CHS,DEN,1449.0,215.0
CHS,DTW,667.0,132.92592592592592
CHS,EWR,628.0,123.24165029469548
CHS,FLL,470.0,103.0415512465374
CHS,HOU,928.0,156.28424657534248
CHS,IAD,441.0,87.0
CHS,IAH,925.0,168.40975609756097
CHS,JFK,636.0,117.36928934010152
CHS,LGA,641.0,122.20588235294117
CHS,MDW,745.0,131.0148514851485
CHS,ORD,760.0,144.05733082706766
CHS,PHL,550.0,111.06976744186046
CHS,SEA,2415.0,370.64921465968587
CID,ATL,694.0,126.11038107752957
CID,DEN,692.0,135.65987124463518
CID,DTW,430.0,98.0132530120482
CID,MSP,220.0,74.09269662921348
CID,ORD,196.0,71.7285447761194
CIU,DTW,284.0,82.39090909090909
CIU,PLN,49.0,45.0
CLE,ATL,554.0,112.59698208110657
CLE,BDL,476.0,92.47
CLE,BNA,448.0,93.69061413673234
CLE,BOS,563.0,103.74852071005917
CLE,BWI,314.0,74.88967343336276
CLE,CHS,595.0,131.0
CLE,CLT,430.0,101.26479750778816
CLE,CRW,210.0,45.0
CLE,DCA,310.0,81.10085134250164
CLE,DEN,1201.0,202.09293443666454
CLE,DFW,1021.0,176.8315649867374
CLE,DTW,95.0,58.603640040444894
CLE,ERI,99.0,40.0
CLE,EWR,404.0,97.78947368421052
CLE,FLL,1062.0,174.21058965102287
CLE,IAH,1091.0,191.91882183908046
CLE,JFK,425.0,98.0
CLE,LAS,1824.0,275.672195892575
CLE,LAX,2052.0,304.8992805755396
CLE,LGA,419.0,101.3265064986215
CLE,MCO,895.0,150.39880059970014
CLE,MDW,307.0,77.46166049709149
CLE,MKE,328.0,86.26714801444044
CLE,MSP,622.0,126.65334773218143
CLE,MYR,557.0,95.95263157894736
CLE,ORD,316.0,90.57316661034133
CLE,PDX,2045.0,299.7962962962963
CLE,PHL,363.0,85.60897435897436
CLE,PHX,1737.0,268.6969205834684
CLE,RDU,416.0,89.87234042553192
CLE,RSW,1025.0,171.6183574879227
CLE,SEA,2021.0,302.6
CLE,SFO,2161.0,320.91376451077946
CLE,SJU,1839.0,257.02127659574467
CLE,STL,487.0,103.15492957746478
CLE,TPA,927.0,154.34296724470136
CLL,DFW,164.0,62.017721518987344
CLL,IAH,74.0,45.55280312907431
CLT,ALB,646.0,119.83957219251337
CLT,ATL,226.0,79.49347028613353
CLT,AUS,1032.0,177.90011481056257
CLT,BDL,644.0,116.60652051714446
CLT,BHM,350.0,85.0
CLT,BNA,328.0,84.00119047619047
CLT,BOS,728.0,131.1559050772627
CLT,BUF,546.0,101.90886287625418
CLT,BWI,361.0,87.5577287066246
CLT,CHS,168.0,58.641666666666666
CLT,CLE,430.0,95.76780185758514
CLT,CMH,347.0,80.5
CLT,CVG,335.0,89.28599605522682
CLT,DAB,416.0,90.5
CLT,DAL,926.0,166.42659279778394
CLT,DCA,331.0,83.90457868410927
CLT,DEN,1337.0,223.70084218235078
CLT,DFW,936.0,172.44485488126648
CLT,DTW,500.0,110.6094674556213
CLT,EWR,529.0,111.85088536812675
CLT,FLL,632.0,120.9752931323283
CLT,GSO,83.0,52.37096774193548
CLT,HOU,920.0,165.57788944723617
CLT,IAD,322.0,88.0
CLT,IAH,912.0,163.74886363636364
CLT,ILM,185.0,57.541850220264315
CLT,IND,427.0,100.55670103092784
CLT,JAX,328.0,81.44431946006749
CLT,JFK,541.0,112.63899466869763
CLT,LAS,1916.0,290.9789942711649
CLT,LAX,2125.0,323.86098427194315
CLT,LGA,544.0,112.53054747421317
CLT,MCI,808.0,153.37243642329778
CLT,MCO,468.0,101.42425217111611
CLT,MDT,413.0,87.8975155279503
CLT,MDW,584.0,116.91616766467065
CLT,MEM,511.0,109.48873072360617
CLT,MIA,650.0,125.49213561691717
CLT,MSP,930.0,167.47575360419398
CLT,MSY,651.0,121.765604249668
CLT,OAK,2287.0,350.0
CLT,ORD,599.0,130.78372591006425
CLT,ORF,290.0,67.79923761118171
CLT,PBI,590.0,111.63557751698579
CLT,PDX,2282.0,339.72758620689655
CLT,PHL,449.0,99.90892420537897
CLT,PHX,1773.0,272.9442680776014
CLT,PIT,366.0,86.42041908158716
CLT,PVD,683.0,118.06823925863522
CLT,PWM,813.0,133.37124463519314
CLT,RDU,130.0,55.33079390537289
CLT,RIC,257.0,65.87558528428093
CLT,ROC,573.0,104.1964856230032
CLT,RSW,600.0,117.64044253226798
CLT,SAN,2077.0,306.0574098798398
CLT,SAT,1095.0,185.56035767511176
CLT,SDF,335.0,85.11111111111111
CLT,SEA,2279.0,342.97202797202794
CLT,SFO,2296.0,336.3949809056192
CLT,SJC,2274.0,330.96385542168673
CLT,SJU,1475.0,224.22555410691004
CLT,SLC,1727.0,272.49784172661873
CLT,SMF,2244.0,322.4887218045113
CLT,STL,575.0,119.69876543209877
CLT,STT,1520.0,222.6747967479675
CLT,STX,1562.0,229.1818181818182
CLT,SYR,603.0,107.8396694214876
CLT,TPA,507.0,101.46900826446281
CLT,TTN,484.0,105.67857142857143
CMH,ATL,447.0,99.48494814065266
CMH,BNA,337.0,78.57037037037037
CMH,BOS,640.0,114.00625978090767
CMH,BWI,337.0,74.7974006116208
CMH,CLT,347.0,87.75
CMH,CRW,132.0,48.0
CMH,DAL,919.0,155.6164383561644
CMH,DCA,323.0,71.75076452599389
CMH,DEN,1154.0,194.79378238341968
CMH,DFW,926.0,167.8067664281067
CMH,DTW,155.0,68.23499142367066
CMH,EWR,463.0,106.28944504896627
CMH,FLL,973.0,160.7347670250896
CMH,IAH,986.0,181.15270935960592
CMH,LAS,1771.0,264.80924855491327
CMH,LAX,1995.0,302.81220657277
CMH,LGA,479.0,108.5047619047619
CMH,MCO,802.0,134.06470588235294
CMH,MDW,283.0,72.01894317048854
CMH,MIA,990.0,177.0
CMH,MSP,626.0,127.32664756446991
CMH,OAK,2110.0,309.69529085872574
CMH,OKC,865.0,145.0
CMH,ORD,296.0,85.82051282051282
CMH,PHL,406.0,94.77777777777777
CMH,PHX,1670.0,258.74133083411436
CMH,RSW,930.0,151.50181818181818
CMH,STL,409.0,85.63650306748467
CMH,TPA,829.0,135.48991354466858
CMX,ORD,360.0,93.47612156295224
COD,DEN,391.0,91.42
COD,ORD,1077.0,164.94117647058823
COD,SLC,298.0,77.11743772241992
COS,ATL,1184.0,175.3002915451895
COS,DEN,73.0,50.13670485973923
COS,DFW,592.0,114.39815668202765
COS,IAH,809.0,140.08858057630735
COS,LAS,604.0,117.71705426356588
COS,LAX,833.0,160.02919708029196
COS,MCO,1520.0,200.0
COS,ORD,911.0,159.27478753541075
COS,PHX,551.0,112.8972972972973
COS,SEA,1068.0,186.85753424657534
COS,SLC,411.0,107.88478581979321
CPR,DEN,230.0,68.03927068723702
CPR,SLC,320.0,82.65322580645162
CRP,DFW,354.0,84.17460317460318
CRP,HOU,187.0,53.07865168539326
CRP,IAH,201.0,65.33853459972863
CRW,ATL,363.0,90.76260762607626
CRW,IAH,975.0,175.22981366459626
CRW,MYR,356.0,71.54761904761905
CRW,ORD,416.0,98.56569343065694
CSG,ATL,83.0,49.55380794701987
CVG,ATL,373.0,97.89264264264264
CVG,BNA,230.0,69.54757281553398
CVG,BOS,752.0,129.65
CVG,BWI,430.0,89.22222222222223
CVG,CLT,335.0,89.2258726899384
CVG,CMH,115.0,49.0
CVG,DCA,411.0,84.0
CVG,DEN,1069.0,188.33717277486912
CVG,DFW,812.0,151.09034267912773
CVG,DTW,229.0,73.85480093676814
CVG,EWR,569.0,119.20531154239019
CVG,FLL,932.0,153.14383561643837
CVG,IAH,871.0,157.7797695262484
CVG,JFK,589.0,124.0
CVG,LAS,1678.0,258.90909090909093
CVG,LAX,1900.0,287.7123473541384
CVG,LGA,585.0,123.5701754385965
CVG,MCI,539.0,112.125
CVG,MCO,757.0,130.23489932885906
CVG,MEM,403.0,93.91025641025641
CVG,MKE,318.0,84.20054200542006
CVG,MSP,596.0,124.93658536585366
CVG,ORD,264.0,82.52552552552552
CVG,PHL,507.0,103.3741935483871
CVG,PHX,1569.0,233.62142857142857
CVG,RDU,390.0,80.65217391304348
CVG,RSW,879.0,147.96613995485328
CVG,SEA,1965.0,294.92105263157896
CVG,SFO,2036.0,298.8425414364641
CVG,SLC,1450.0,230.68844221105527
CVG,STL,308.0,74.79661016949153
CVG,TPA,773.0,126.64603960396039
CVG,XNA,562.0,116.62857142857143
CWA,DTW,363.0,80.0
CWA,MSP,175.0,68.01041666666667
CWA,ORD,213.0,69.88011695906432
DAB,ATL,366.0,89.59080188679245
DAB,CLT,416.0,95.0
DAB,JFK,891.0,147.97752808988764
DAL,ABQ,580.0,106.96280991735537
DAL,AMA,323.0,70.39802880970433
DAL,ATL,721.0,122.03379549393414
DAL,AUS,189.0,52.91447977770917
DAL,BHM,587.0,93.67052023121387
DAL,BNA,623.0,102.34618916437098
DAL,BOS,1554.0,211.60714285714286
DAL,BUR,1243.0,189.42583732057417
DAL,BWI,1209.0,169.57720588235293
DAL,CHS,977.0,147.76143790849673
DAL,CLT,926.0,141.73130193905817
DAL,CMH,919.0,136.16758241758242
DAL,DCA,1184.0,164.53498478922208
DAL,DEN,651.0,119.38645078824031
DAL,DTW,981.0,153.41160220994476
DAL,ECP,674.0,109.1554054054054
DAL,ELP,562.0,101.10866372980911
DAL,FLL,1108.0,157.95884315906562
DAL,HOU,239.0,63.78018382925689
DAL,ICT,333.0,70.21621621621621
DAL,IND,755.0,120.03989361702128
DAL,LAS,1067.0,171.23281965847565
DAL,LAX,1246.0,196.89473684210526
DAL,LBB,293.0,65.05020673360897
DAL,LGA,1381.0,196.35207444746027
DAL,LIT,296.0,63.614514608859565
DAL,MAF,319.0,69.9543795620438
DAL,MCI,460.0,87.79281183932346
DAL,MCO,973.0,148.78378378378378
DAL,MDW,793.0,128.5025817555938
DAL,MEM,423.0,81.02272727272727
DAL,MKE,850.0,134.54419889502762
DAL,MSY,436.0,79.67906786590352
DAL,OAK,1468.0,222.43715846994536
DAL,OKC,181.0,52.02057998129093
DAL,OMA,585.0,101.70212765957447
DAL,PDX,1626.0,243.9010989010989
DAL,PHL,1295.0,189.11602209944752
DAL,PHX,879.0,152.15334420880913
DAL,PIT,1060.0,151.9187675070028
DAL,PNS,592.0,110.0
DAL,RDU,1052.0,152.31638418079095
DAL,RSW,1005.0,143.21428571428572
DAL,SAN,1182.0,184.7070124879923
DAL,SAT,248.0,62.20736779560309
DAL,SEA,1670.0,251.50815217391303
DAL,SFO,1476.0,225.9947209653092
DAL,SJC,1450.0,220.98934550989347
DAL,SLC,999.0,161.37228260869566
DAL,SMF,1442.0,220.06830601092895
DAL,SNA,1216.0,192.24926253687315
DAL,STL,546.0,95.6268221574344
DAL,TPA,917.0,135.17379679144386
DAL,TUL,237.0,59.55357142857143
DAY,ATL,432.0,104.30081300813008
DAY,BWI,406.0,83.85416666666667
DAY,DEN,1085.0,197.08333333333334
DAY,DFW,861.0,160.98512396694215
DAY,DTW,166.0,69.60861759425494
DAY,EWR,533.0,111.56151832460733
DAY,MCO,808.0,136.2871287128713
DAY,MDW,226.0,66.17886178861788
DAY,MSP,574.0,120.8491921005386
DAY,ORD,240.0,78.3048128342246
DAY,TPA,828.0,130.0
DCA,ACK,405.0,87.25531914893617
DCA,ATL,547.0,118.87424029920524
DCA,AUS,1315.0,217.47206703910615
DCA,BDL,313.0,78.17094017094017
DCA,BNA,562.0,111.54648956356736
DCA,BOS,399.0,87.90482201464276
DCA,CHS,444.0,99.40233918128655
DCA,CLE,310.0,84.28669410150891
DCA,CLT,331.0,92.35582359592914
DCA,CMH,323.0,83.12310030395136
DCA,CVG,411.0,108.18181818181819
DCA,DAL,1184.0,196.8830155979203
DCA,DEN,1476.0,245.66274238227146
DCA,DFW,1192.0,209.17515407071033
DCA,DTW,405.0,97.72164482602801
DCA,EWR,199.0,78.23759791122716
DCA,FLL,899.0,158.94334795321637
DCA,HOU,1218.0,206.77547770700636
DCA,IAH,1208.0,205.50864361702128
DCA,IND,500.0,106.4087591240876
DCA,JAX,634.0,121.92392807745505
DCA,JFK,213.0,82.71867612293144
DCA,LAS,2089.0,316.17629179331306
DCA,LAX,2311.0,353.9095193213949
DCA,LGA,214.0,80.48167539267016
DCA,MCI,949.0,164.43283582089552
DCA,MCO,759.0,142.70869451011296
DCA,MDW,601.0,123.04224820822331
DCA,MIA,919.0,167.02760545905707
DCA,MKE,634.0,124.79957805907173
DCA,MSP,931.0,166.66422976501306
DCA,MSY,969.0,168.43328748280607
DCA,OMA,1012.0,176.56462585034015
DCA,ORD,612.0,133.19954806188076
DCA,PBI,857.0,153.61861520998866
DCA,PDX,2350.0,354.546783625731
DCA,PHL,119.0,66.76744186046511
DCA,PHX,1979.0,306.4344685242518
DCA,PIT,204.0,66.0
DCA,PVD,356.0,80.0
DCA,PWM,482.0,92.0
DCA,RSW,892.0,158.58300395256916
DCA,SEA,2329.0,356.2387190684134
DCA,SFO,2442.0,362.86619718309856
DCA,SJU,1554.0,226.83106267029973
DCA,SLC,1851.0,287.99306518723995
DCA,STL,719.0,133.08641975308643
DCA,TPA,814.0,145.90969345484672
DCA,TYS,437.0,90.0
DEN,ABQ,349.0,77.87480021310601
DEN,ACT,705.0,115.0
DEN,ALB,1610.0,220.0
DEN,AMA,359.0,79.14335664335664
DEN,ANC,2405.0,341.34151785714283
DEN,ASE,125.0,51.99236298292902
DEN,ATL,1199.0,175.95484922575386
DEN,AUS,775.0,127.24001377410468
DEN,BDL,1671.0,219.71205007824727
DEN,BFL,845.0,155.8237951807229
DEN,BHM,1083.0,157.38674033149172
DEN,BIL,455.0,93.98867924528302
DEN,BIS,516.0,100.9149952244508
DEN,BNA,1014.0,149.79865206402695
DEN,BOI,649.0,120.52619047619048
DEN,BOS,1754.0,233.76228038723556
DEN,BUF,1359.0,195.0
DEN,BUR,850.0,148.90534682080926
DEN,BWI,1491.0,201.84287559190702
DEN,BZN,524.0,107.41878841088675
DEN,CHS,1449.0,200.0
DEN,CID,692.0,117.87981859410431
DEN,CLE,1201.0,172.81082802547772
DEN,CLT,1337.0,195.26807888970052
DEN,CMH,1154.0,164.36556854410202
DEN,COD,391.0,86.71428571428571
DEN,COS,73.0,43.23531746031746
DEN,CPR,230.0,65.00140252454418
DEN,CVG,1069.0,160.6487603305785
DEN,DAL,651.0,112.97634691195795
DEN,DAY,1085.0,160.01980198019803
DEN,DCA,1476.0,202.68351800554018
DEN,DFW,641.0,119.55885182809493
DEN,DRO,250.0,70.66556291390728
DEN,DSM,589.0,105.02840434419382
DEN,DTW,1123.0,168.7630693977377
DEN,EGE,120.0,51.42424242424242
DEN,ELP,563.0,111.885
DEN,EUG,996.0,176.6608442503639
DEN,EWR,1605.0,225.0803131342418
DEN,FAR,627.0,117.37979420018709
DEN,FAT,844.0,147.87971130713714
DEN,FCA,752.0,140.13882618510158
DEN,FLL,1703.0,228.0523560209424
DEN,FSD,483.0,95.81544401544402
DEN,GCC,313.0,79.00304414003044
DEN,GEG,836.0,141.68624740843123
DEN,GJT,212.0,65.36716077537058
DEN,GRR,1015.0,148.3188679245283
DEN,GSO,1370.0,192.05825242718447
DEN,GTF,624.0,118.38020833333333
DEN,GUC,152.0,59.166666666666664
DEN,HDN,141.0,52.682065217391305
DEN,HLN,594.0,115.57660167130919
DEN,HNL,3365.0,447.7966573816156
DEN,HOU,883.0,140.8133133133133
DEN,HYS,298.0,70.58901830282862
DEN,IAD,1452.0,199.56112503480924
DEN,IAH,862.0,143.43411159477643
DEN,ICT,420.0,86.73388773388774
DEN,IDA,458.0,101.47648261758691
DEN,IND,977.0,144.3248502994012
DEN,ISN,576.0,112.97093023255815
DEN,JAC,406.0,88.22011173184357
DEN,JAX,1447.0,194.1022099447514
DEN,JFK,1626.0,226.75930521091811
DEN,JMS,573.0,113.27992957746478
DEN,KOA,3329.0,460.77777777777777
DEN,LAR,113.0,53.041806020066886
DEN,LAS,628.0,115.72213922916045
DEN,LAX,862.0,149.8825087108014
DEN,LBB,456.0,91.5328330206379
DEN,LGA,1620.0,226.66811044937737
DEN,LIH,3414.0,478.7096774193548
DEN,LIT,771.0,128.9
DEN,LNK,423.0,85.85290322580646
DEN,MAF,563.0,107.22136563876651
DEN,MCI,533.0,95.68259493670887
DEN,MCO,1546.0,212.7551080840983
DEN,MDW,895.0,138.0108437817689
DEN,MEM,872.0,140.35424836601308
DEN,MFR,964.0,169.13884555382216
DEN,MIA,1709.0,231.43613933236574
DEN,MKE,896.0,140.26247464503044
DEN,MLI,752.0,124.28225806451613
DEN,MMH,780.0,137.28571428571428
DEN,MOT,604.0,115.32424242424243
DEN,MSN,826.0,129.49019607843138
DEN,MSO,679.0,130.81306990881458
DEN,MSP,680.0,117.51890999174236
DEN,MSY,1062.0,154.74887314874437
DEN,MTJ,196.0,60.856531049250535
DEN,OAK,957.0,157.58376288659792
DEN,OGG,3302.0,456.0390243902439
DEN,OKC,495.0,94.13092550790067
DEN,OMA,472.0,86.8595258999122
DEN,ONT,819.0,140.77093206951028
DEN,ORD,888.0,148.83988675684176
DEN,ORF,1553.0,215.0
DEN,OTH,1040.0,175.27272727272728
DEN,PBI,1679.0,230.2344827586207
DEN,PDX,991.0,165.57131802940418
DEN,PHL,1558.0,213.28097259745272
DEN,PHX,602.0,115.5163800677796
DEN,PIT,1290.0,180.3907083015994
DEN,PSC,852.0,154.8937062937063
DEN,PSP,776.0,139.733862959285
DEN,RAP,300.0,73.79750346740639
DEN,RDM,898.0,161.96798493408662
DEN,RDU,1436.0,200.69868421052632
DEN,RIC,1482.0,208.0297397769517
DEN,RKS,260.0,71.5859375
DEN,RNO,804.0,139.0308932169241
DEN,RSW,1607.0,220.5050847457627
DEN,SAN,853.0,142.25481611208406
DEN,SAT,794.0,128.1093579978237
DEN,SBA,916.0,161.69054054054055
DEN,SDF,1024.0,145.15616438356165
DEN,SEA,1024.0,175.75931364971402
DEN,SFO,967.0,163.1994342291372
DEN,SGF,637.0,114.38852459016394
DEN,SGU,517.0,104.71493212669684
DEN,SHV,792.0,137.66795366795367
DEN,SJC,948.0,158.28827701293284
DEN,SLC,391.0,90.82014287715366
DEN,SMF,909.0,154.01737588652483
DEN,SNA,846.0,143.74754098360657
DEN,STL,770.0,119.15772224498157
DEN,SUN,557.0,115.04724409448819
DEN,TPA,1506.0,204.84301075268817
DEN,TUL,541.0,96.88044692737431
DEN,TUS,639.0,121.54607329842932
DEN,TYS,1162.0,166.1231884057971
DEN,XNA,616.0,111.79069767441861
DFW,ABI,158.0,57.664556962025316
DFW,ABQ,569.0,111.14988290398126
DFW,ACT,89.0,44.45305318450427
DFW,AEX,285.0,71.19120135363791
DFW,AMA,312.0,76.47008547008546
DFW,ANC,3043.0,405.8709677419355
DFW,ASE,701.0,134.0
DFW,ATL,731.0,129.2745640741766
DFW,AUS,190.0,60.039569187543904
DFW,BDL,1471.0,205.01796407185628
DFW,BHM,597.0,103.12
DFW,BNA,631.0,106.93640758646337
DFW,BOI,1272.0,206.60096153846155
DFW,BOS,1562.0,216.93419434194342
DFW,BPT,270.0,72.32817869415807
DFW,BRO,482.0,96.87289234760051
DFW,BTR,383.0,80.8927808628791
DFW,BWI,1217.0,177.40759178593652
DFW,CAE,922.0,133.90112994350284
DFW,CHA,695.0,114.51851851851852
DFW,CLE,1021.0,154.93766578249335
DFW,CLL,164.0,57.99493670886076
DFW,CLT,936.0,150.73540241977906
DFW,CMH,926.0,143.43754045307443
DFW,COS,592.0,114.35504587155964
DFW,CRP,354.0,81.87301587301587
DFW,CVG,812.0,135.94387755102042
DFW,DAY,861.0,136.3708609271523
DFW,DCA,1192.0,172.71022364217254
DFW,DEN,641.0,127.3703889167084
DFW,DRO,674.0,125.55700325732899
DFW,DSM,624.0,110.59438377535102
DFW,DTW,986.0,159.0467962562995
DFW,EGE,721.0,139.5897435897436
DFW,ELP,551.0,103.91600289645184
DFW,EWR,1372.0,205.02681518151815
DFW,FAT,1313.0,210.05142857142857
DFW,FLL,1119.0,166.0962250185048
DFW,FSM,227.0,62.627906976744185
DFW,GCK,404.0,92.96650717703349
DFW,GGG,140.0,50.959493670886076
DFW,GPT,500.0,97.0727969348659
DFW,GRI,561.0,112.171974522293
DFW,GRK,134.0,52.58421851289833
DFW,GSP,862.0,140.0284090909091
DFW,GUC,678.0,129.7537313432836
DFW,HDN,769.0,139.18243243243242
DFW,HNL,3784.0,513.5967741935484
DFW,HOU,247.0,71.82960893854748
DFW,HSV,603.0,107.97142857142858
DFW,IAD,1172.0,171.89803094233474
DFW,IAH,224.0,70.17327586206896
DFW,ICT,328.0,81.37728194726166
DFW,IND,761.0,125.64845605700712
DFW,JAC,1047.0,171.27813163481954
DFW,JAN,408.0,81.5284178187404
DFW,JAX,918.0,138.8995515695067
DFW,JFK,1391.0,216.59459459459458
DFW,JLN,327.0,78.68453608247422
DFW,KOA,3724.0,508.0
DFW,LAS,1055.0,175.0049134300421
DFW,LAW,140.0,54.87458745874587
DFW,LAX,1235.0,204.78627306273063
DFW,LBB,282.0,71.61379310344827
DFW,LCH,295.0,78.78186968838527
DFW,LFT,351.0,82.1885521885522
DFW,LGA,1389.0,202.52172928927115
DFW,LIT,304.0,76.7025641025641
DFW,LRD,396.0,84.35041322314049
DFW,MAF,309.0,75.65789473684211
DFW,MCI,460.0,95.21294363256784
DFW,MCO,985.0,155.26791120080728
DFW,MEI,485.0,92.32190760059612
DFW,MEM,431.0,89.05604719764011
DFW,MFE,469.0,92.69123505976096
DFW,MGM,622.0,106.16666666666667
DFW,MHK,431.0,92.0
DFW,MIA,1121.0,168.60425844346548
DFW,MKE,853.0,140.19169611307422
DFW,MLU,293.0,70.88179218303146
DFW,MOB,539.0,98.95975855130784
DFW,MSP,852.0,143.6549815498155
DFW,MSY,447.0,85.69177820267686
DFW,MTJ,722.0,140.48924731182797
DFW,MYR,1048.0,154.97674418604652
DFW,OAK,1457.0,222.01910828025478
DFW,OGG,3711.0,500.2292870905588
DFW,OKC,175.0,59.67345783814375
DFW,OMA,583.0,107.35011185682326
DFW,ONT,1188.0,189.0388523610281
DFW,ORD,802.0,144.0764217252396
DFW,ORF,1212.0,172.28299120234604
DFW,PBI,1102.0,162.86259541984734
DFW,PDX,1616.0,246.61820592134336
DFW,PHL,1303.0,192.2944732297064
DFW,PHX,868.0,154.1658653846154
DFW,PIA,672.0,115.28571428571429
DFW,PIB,462.0,91.0
DFW,PIT,1067.0,157.327246165084
DFW,PNS,604.0,108.4495867768595
DFW,PSP,1126.0,186.60356652949247
DFW,RDU,1061.0,157.13314121037465
DFW,RIC,1158.0,167.54786620530564
DFW,RNO,1345.0,213.7407878017789
DFW,ROW,435.0,94.64492753623189
DFW,RSW,1017.0,151.29428848015488
DFW,SAF,551.0,108.96104928457869
DFW,SAN,1171.0,185.67471264367816
DFW,SAT,247.0,68.15437629221226
DFW,SDF,733.0,122.16981132075472
DFW,SEA,1660.0,257.3867432150313
DFW,SFO,1464.0,233.00083368070028
DFW,SHV,190.0,59.60672268907563
DFW,SJC,1438.0,225.2243931320308
DFW,SJT,229.0,64.69072164948453
DFW,SJU,2165.0,279.6159420289855
DFW,SLC,989.0,168.80145498635952
DFW,SMF,1431.0,225.29183955739973
DFW,SNA,1205.0,193.9649064171123
DFW,SPI,630.0,111.70348837209302
DFW,SPS,113.0,57.366850828729284
DFW,STL,550.0,100.41123256690538
DFW,TLH,767.0,125.50137741046832
DFW,TPA,929.0,142.08817714511665
DFW,TUL,237.0,64.88634471273939
DFW,TUS,813.0,142.40670489633877
DFW,TXK,181.0,57.258849557522126
DFW,TYR,102.0,51.2059925093633
DFW,TYS,771.0,124.6686295503212
DFW,VPS,641.0,113.95677233429394
DFW,XNA,280.0,71.66666666666667
DHN,ATL,170.0,64.04642313546424
DLG,ANC,329.0,59.963855421686745
DLH,MSP,144.0,62.703968253968256
DLH,ORD,397.0,100.93379191745485
DRO,DEN,250.0,71.7404958677686
DRO,DFW,674.0,118.00331125827815
DRO,LAX,640.0,130.0
DRO,PHX,353.0,84.85059760956176
DSM,ATL,743.0,129.0862895493768
DSM,DEN,589.0,119.64371047083627
DSM,DFW,624.0,126.78683385579937
DSM,DTW,533.0,110.24590163934427
DSM,EWR,1017.0,160.06746031746033
DSM,IAH,802.0,149.94713656387665
DSM,LAS,1216.0,192.6027397260274
DSM,MCO,1141.0,175.0
DSM,MDW,306.0,73.00531914893617
DSM,MSP,232.0,69.54522613065326
DSM,ORD,299.0,84.91530691530691
DSM,PHX,1150.0,189.4
DSM,SLC,955.0,162.26349206349207
DSM,STL,259.0,61.075819672131146
DTW,ABE,425.0,90.2880658436214
DTW,ACY,497.0,90.57534246575342
DTW,ALB,489.0,92.53501945525292
DTW,APN,198.0,67.65833333333333
DTW,ATL,594.0,123.46739318457014
DTW,ATW,296.0,81.93295292439372
DTW,AUS,1149.0,191.1954261954262
DTW,AVP,399.0,86.21282798833819
DTW,AZO,113.0,52.69202898550725
DTW,BDL,549.0,102.60721442885772
DTW,BGM,378.0,81.65481651376147
DTW,BGR,750.0,121.01153846153846
DTW,BHM,625.0,118.40379008746356
DTW,BMI,313.0,84.90090090090091
DTW,BNA,456.0,98.84493927125506
DTW,BOS,632.0,114.42384947876938
DTW,BTV,537.0,102.32882882882883
DTW,BUF,241.0,68.63497267759563
DTW,BWI,409.0,92.04492512479202
DTW,CAK,133.0,58.0
DTW,CHA,505.0,105.93703703703704
DTW,CHS,667.0,131.18243243243242
DTW,CID,430.0,99.32961586121438
DTW,CIU,284.0,79.22935779816514
DTW,CLE,95.0,56.12361809045226
DTW,CLT,500.0,111.15331125827815
DTW,CMH,155.0,61.43793103448276
DTW,CVG,229.0,70.01418439716312
DTW,CWA,363.0,87.96774193548387
DTW,DAL,981.0,172.4233983286908
DTW,DAY,166.0,61.90630323679727
DTW,DCA,405.0,92.68245376635092
DTW,DEN,1123.0,194.1517199017199
DTW,DFW,986.0,178.82044609665428
DTW,DSM,533.0,110.84
DTW,ELM,332.0,74.64931178934769
DTW,ERI,164.0,53.0958904109589
DTW,ESC,306.0,84.78524590163934
DTW,EVV,363.0,88.77234636871508
DTW,EWR,488.0,105.7360248447205
DTW,FLL,1127.0,182.5107351984385
DTW,FWA,128.0,57.28010471204188
DTW,GRB,287.0,79.39825218476904
DTW,GRR,120.0,55.03135650988412
DTW,GSO,460.0,100.564
DTW,GSP,508.0,106.84814814814816
DTW,HPN,505.0,101.909604519774
DTW,HSV,554.0,110.75829383886256
DTW,IAD,383.0,93.92307692307692
DTW,IAH,1075.0,189.11204188481676
DTW,IND,231.0,71.60137120470128
DTW,ITH,353.0,79.8458942632171
DTW,JAX,813.0,141.25
DTW,JFK,509.0,116.92700729927007
DTW,LAN,74.0,47.85685483870968
DTW,LAS,1749.0,267.6600660066007
DTW,LAX,1979.0,305.48663324979117
DTW,LEX,296.0,78.68361581920904
DTW,LGA,502.0,109.78734383487235
DTW,LIT,705.0,133.64814814814815
DTW,MBS,98.0,54.821608040201006
DTW,MCI,629.0,127.3407451923077
DTW,MCO,957.0,159.93476977567886
DTW,MDT,371.0,82.44025157232704
DTW,MDW,228.0,73.8476821192053
DTW,MEM,610.0,121.71556350626118
DTW,MHT,610.0,108.2235294117647
DTW,MIA,1145.0,187.48615160349854
DTW,MKE,237.0,76.06977911646587
DTW,MLI,373.0,91.26103646833013
DTW,MQT,349.0,86.0962962962963
DTW,MSN,311.0,79.92041949413942
DTW,MSP,528.0,118.96015549076773
DTW,MSY,926.0,157.13984835720302
DTW,MYR,636.0,113.51942740286299
DTW,OKC,900.0,160.336
DTW,OMA,651.0,130.29791894852136
DTW,ORD,235.0,83.8264626018267
DTW,ORF,529.0,110.30148619957536
DTW,PBI,1086.0,179.4720812182741
